position,title
Q3409199,President
Q3556877,Vice-President
Q3401753,Prime Minister
Q54099408,Vice Prime Minister
Q54429353,Minister of Agriculture
Q112220973,Minister of Budget
Q112220980,Minister of Civil Service
Q112220984,Minister of Commerce
Q112220985,Minister of Communications
Q112220987,Minister of Congolese Abroad
Q112220988,Minister of Cooperation and Development
Q54100574,Minister of Culture
Q112220989,Minister of Customary Affairs
Q112220990,Minister of Decentralization
Q17110451,Minister of Defence
Q112223905,Minister of Digital Technology
Q112220992,Minister of Economy
Q112220993,Minister of Education
Q112220994,Minister of Employment
Q112220996,Minister of Energy
Q112220997,Minister of Enterprises
Q112220998,Minister of Environment
Q112220999,Minister of Family
Q97366094,Minister of Finance
Q112221000,Minister of Fishing
Q6866142,Minister of Foreign Affairs
Q56515760,Minister of Foreign Trade
Q112039008,Minister of Health
Q112221003,Minister of Higher Education
Q112221004,Minister of Housing
Q112221005,Minister of Human Rights
Q112221006,Minister of Humanitarian Affairs
Q112221007,Minister of Hydrocarbons
Q112221009,Minister of Industry
Q112221010,Minister of Information
Q112221011,Minister of Infrastructure
Q112221013,Minister of Interior
Q112221014,Minister of International Cooperation
Q112221015,Minister of Justice
Q112221017,Minister of Labour
Q112221018,Minister of Lands
Q112221019,Minister of Media
Q112221020,Minister of Mines
Q112221022,Minister of National Security and Public Order
Q112221023,Minister of Oil
Q112221026,Minister of Parastatals
Q112225258,Minister of People with Disabilities
Q112221027,Minister of Physical Planning
Q112221028,Minister of Planning
Q112221031,Minister of Posts and Telecommunications
Q112221032,Minister of Primary Education
Q112221034,Minister of Primary and Secondary Education
Q112221035,Minister of Public Works
Q112221036,Minister of Reconstruction
Q112221038,Minister of Regional Cooperation
Q112221039,Minister of Regional Integration
Q112221040,Minister of Regional Planning
Q112221041,Minister of Relations with the Parliament
Q112221043,Minister of Rural Development
Q112221044,Minister of Scientific Research
Q112221045,Minister of Small and Medium Enterprises
Q108730998,Minister of Social Affairs
Q112221047,Minister of Solidarity and Humanitarian Affairs
Q112221048,Minister of Spatial Planning
Q112221049,Minister of Sports
Q112221050,Minister of Technical and Professional Education
Q54437053,Minister of Tourism
Q54430447,Minister of Trade and Industry
Q112221051,Minister of Transport
Q112221052,Minister of Urban Development
Q112221053,Minister of Vocational Training
Q112221054,Minister of Water Resources and Electricity
Q112221055,Minister of Women Affairs
Q112221057,Minister of Youth
Q112221058,Minister without Portfolio
Q112224141,Minister-delegate to the President
Q112225197,Minister-delegate to the Minister of Defence
Q112225244,Minister delegate to the Minister of Interior
Q112224162,Minister-delegate to the Minister of Social Affairs
Q112251828,Deputy Minister of Agriculture
Q112223987,Deputy Minister of Budget
Q112252403,Deputy Minister of Congolese Abroad
Q112252547,Deputy Minister of Decentralization
Q112223954,Deputy Minister of Defence
Q112225259,Deputy Minister of Economy
Q112225261,Deputy Minister of Environment
Q112223978,Deputy Minister of Finance
Q112223974,Deputy Minister of Foreign Affairs
Q112252284,Deputy Minister of Foreign Trade
Q112223961,Deputy Minister of Health
Q112225271,Deputy Minister of Higher Education
Q112225274,Deputy Minister of Hydrocarbons
Q112251917,Deputy Minister of Infrastructure
Q112223972,Deputy Minister of Interior
Q112225267,Deputy Minister of International Cooperation
Q112223956,Deputy Minister of Justice
Q112251767,Deputy Minister of Labour
Q112223982,Deputy Minister of Mines
Q112252506,Deputy Minister of Parastatals
Q112223992,Deputy Minister of Planning
Q112251841,Deputy Minister of Posts and Telecommunications
Q112223970,Deputy Minister of Primary and Secondary Education
Q112223985,Deputy Minister of Transport
Q112251925,Deputy Minister of Urban Development
Q112225265,Deputy Minister of Vocational Training
Q112225286,Deputy Minister of Water Resources and Electricity
Q112207560,President of the National Assembly
Q112207613,President of the Senate
