item,itemLabel,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q105798778,José Mpanda Kabangu,Q112221044,Ministre de la Recherche Scientifique,2019-08-26,,https://fr.wikipedia.org/wiki/Gouvernement_Ilunga,2022-06-03,Q105798778-281A924E-C9B4-42A7-BAA5-A7FDAF871794
Q106044069,Eyrolles Michel Mvunzi Meya,Q112225244,Ministre auprès du ministre de l’Intérieur,2019-09-06,2021-04-26,https://fr.wikipedia.org/wiki/Gouvernement_Ilunga,2022-06-03,Q106044069-81E4A1E1-2298-4370-9184-356BFE8A911F
Q106786484,Raymond Tchedya Patay,Q112223974,Vice-ministre des Affaires étrangères et des Congolais de l’Étranger,2019-09-06,2021-04-26,https://fr.wikipedia.org/wiki/Gouvernement_Ilunga,2022-06-03,Q106786484-01E2C0D3-8B80-4445-ABE6-5EE2979EC6C8
Q106904475,Valery Mukasa Mwanabute,Q112225267,Vice-ministre de la Coopération internationale et régionale,2019-09-06,2021-04-26,https://fr.wikipedia.org/wiki/Gouvernement_Ilunga,2022-06-03,Q106904475-92F0D4BE-0144-4DD4-8569-CAD02AE5F037
Q106904491,Bernard Takahishe Ngumbi,Q112223956,Vice-ministre de la Justice,2019-09-06,2021-04-26,https://fr.wikipedia.org/wiki/Gouvernement_Ilunga,2022-06-03,Q106904491-D461371A-DC54-4A38-900B-E8C641E9ECE6
Q106904515,Innocent Bokele Walaka,Q112223972,Vice-ministre de l'Intérieur,2019-09-06,2021-04-26,https://fr.wikipedia.org/wiki/Gouvernement_Ilunga,2022-06-03,Q106904515-05D394B2-CEFE-4901-8060-53D7C34EB408
Q106904543,Moussa Mondo,Q112225274,Vice-ministre des Hydrocarbures,2019-09-06,2021-04-26,https://fr.wikipedia.org/wiki/Gouvernement_Ilunga,2022-06-03,Q106904543-321D16DA-0238-4986-AFEB-7570AD4EE175
Q106904613,Jacques Yuma Kipuka,Q112223985,Vice-ministre des Transports et voies de communication,2019-09-06,2021-04-26,https://fr.wikipedia.org/wiki/Gouvernement_Ilunga,2022-06-03,Q106904613-F982E480-B249-4ECD-BF07-E750A8EF1297
Q106904634,Eraston Kambale Tsongo,Q112221057,Ministre de la Jeunesse,2019-08-26,2021-04-26,https://fr.wikipedia.org/wiki/Gouvernement_Ilunga,2022-06-03,Q106904634-B87F975C-9D5C-42C4-BAAC-7069F8C5ABB2
Q106904653,André Kabanda Kana,Q112221058,Ministre près le Président de la République,2019-08-26,2021-04-26,https://fr.wikipedia.org/wiki/Gouvernement_Ilunga,2022-06-03,Q106904653-EF9AF96D-41E6-43B9-8894-1C7503628F2B
Q106904673,Marcel Amos Mbayo Kitenge,Q112221049,Ministre des Sports,2019-08-26,2021-04-26,https://fr.wikipedia.org/wiki/Gouvernement_Ilunga,2022-06-03,Q106904673-A526171C-B5FD-4DFA-9EF3-512736611A0E
Q106904691,Sylvain Mutombo Kabinga,Q112225197,Ministre auprès du ministre de la Défense,2019-09-06,2021-04-26,https://fr.wikipedia.org/wiki/Gouvernement_Ilunga,2022-06-03,Q106904691-44517564-4D11-44AC-9FB6-CE1C25868BDA
