item,itemLabel,position,positionLabel,startDate,endDate
Q28811859,Marie-Ange Mushobekwa,,"Ministre de la Communication et des Médias, Porte-Parole du gouvernement",,
Q54010330,Oly Ilunga Kalenga,,Ministre de la Santé,,
,Paluku Kisaka,,Ministre de la Pêche et de l'élevage,,
Q109017046,Astrid Madiya,,Ministre de la Culture et des Arts,,
Q109017046,Astrid Madiya,,Ministre des Sports et des Loisirs,,
,Emmanuel Ilunga Ngoie,,Ministre délégué chargé des Congolais de l’étranger,,
,Tshibangu Kalala,,Ministre délégué auprès du Premier ministre,,
,Tshibangu Kalala,,Ministre de l'Agriculture,,
Q3002789,Crispin Atama Tabe,,"Ministre de la Défense nationale, des Anciens combattants et de la Réinsertion",,
Q178793,Lambert Mende Omalanga,,Ministre de la Communication et des Médias,,
Q3295482,Martin Kabwelulu,,Ministre des Mines,,
Q19544597,Félix Kabange,,Ministre de l'Aménagement du territoire,,
,Kokonyangi Witanene,,Ministre de l'Urbanisme et de l'Habitat,,
Q18681696,Aimé Ngoy Mukena,,Ministre des Hydrocarbures,,
,Ingele Ifoto,,Ministre de l'Énergie et des Ressources hydrauliques,,
Q108106499,Amy Ambatobe Nyongolo,,Ministre de l'Environnement et du Développement durable,,
Q19631188,Bienvenu Liyota Ndjoli,,Ministre des Petites et moyennes entreprises,,
,Georges Kazadi Kabongo,,Ministre de l'Agriculture,,
Q40680866,Gaston Musemena,,"Ministre de l'Enseignement primaire, secondaire et professionnel",,
Q3060173,Eugène Serufuli Ngayabaseka,,Ministre des Affaires sociales,,
Q30728171,Papy Niango,,Ministre des Sports et des Loisirs,,
,Steve Mbakayi,,Ministre de l'Enseignement supérieur et universitaire,,
,Heva Muakasa,,Ministre de la Recherche scientifique,,
Q54010330,Oly Ilunga Kalenga,,Ministère de la Santé publique,,
,Maguy Kiala,,Ministre de la Jeunesse et de l'Initiation à la nouvelle citoyenneté,,
,Guy Mikulu,,Ministre des Affaires coutumières,,
Q109017046,Astrid Madiya,,Ministre de la Culture et de l'Art,,
Q85853156,Emmanuel Ilunga Ngoy Kasongo,,Ministre délégué chargé des Congolais de l'étranger,,
,Agée Matembo Toto,,Vice-ministre des Affaires étrangères,,
Q60836700,Freddy Kita,,Vice-ministre de la Coopération internationale,,
,Basile Olongo,,Vice-ministre de l'Intérieur et de la Sécurité,,
Q104416504,Maguy Rwakabuba,,Vice-ministre du Budget,,
,Jean-François Mukuna,,Vice-ministre des Finances,,
Q18642583,Omer Egwake,,"Vice-ministre des Postes, Télécommunications et NTIC",,
,Papy Mantezolo,,"Vice-ministre des Infrastructures, des Travaux publics et de la Reconstruction",,
,Athys Kabongo Kalonji,,Vice-ministre du Travail et de la Prévoyance sociale,,
,Noël Botakile Botanga,,Vice-ministre de l'Agriculture,,
Q108462474,Willy Bolio Emina,,Vice-ministre de l'Urbanisme et de l'Habitat,,
,Jean-Pierre Zekpele-Mondombe,,Vice-ministre du Plan,,
