item,itemLabel,startDate,endDate
Q316942,Antoine Gizenga,2006-12-30,2008-10-10
Q365790,Adolphe Muzito,2008-10-10,2012-03-06
Q3078546,Louis Alphonse Koyagialo,2012-03-06,2012-04-18
Q57883,Matata Ponyo Mapon,2012-04-18,2016-11-17
Q17639110,Samy Badibanga,2016-11-17,2017-05-18
Q29239480,Bruno Tshibala,2017-05-18,2019-09-07
Q63967715,Sylvestre Ilunga,2019-09-07,2021-04-27
Q105523479,Jean-Michel Sama Lukonde,2021-04-27,
