item,itemLabel,position,positionLabel,startDate,endDate
Q63967715,Sylvestre Ilunga,,Premier ministre,2019-09-06,2021-04-26
Q78910576,Gilbert Kankonde Malamba,,"Vice-Premier ministre, Ministre de l'Intérieur, Sécurité et Affaires coutumières",2019-09-06,2021-04-26
Q20982179,Jean-Baudouin Mayo Mambeke,,"Vice-Premier ministre, ministre du Budget",2019-09-06,2021-04-26
Q79423044,Élysée Munembwe Tamukumwe,,"Vice-Premier ministre, ministre du Plan",2019-09-06,2021-04-26
Q97478738,Willy Ngoopos Sunzhel,,"Vice-Premier ministre, ministre des Infrastructures et Travaux publics",2019-09-06,2021-04-26
Q81852221,Marie Tumba Nzeza,,"Ministre d’État, ministre des Affaires étrangères",2019-09-06,2021-04-26
Q96999221,Pépin Guillaume Manjolo,,"Ministre d’État, ministre de la Coopération internationale, intégration régionale et Francophonie",2019-09-06,2021-04-26
Q85854584,Rubens Mikindo Muhima,,"Ministre d’État, ministre des Hydrocarbures",2019-09-06,2021-04-26
Q2875098,Azarias Ruberwa,,"Ministre d’État, ministre de la Décentralisation et Réformes institutionnelles",2019-09-06,2021-04-26
Q96464551,Eustache Muhanzi Mubembe,,"Ministre d’État, ministre des Ressources hydrauliques et de l’Électricité",2019-09-06,2021-04-26
Q97277162,Nene Nkulu Ilunga,,"Ministre d’État, ministre de l’Emploi, Travail et Prévoyance sociale",2019-09-06,2021-04-26
Q97464651,Willy Bakonga Wilima,,"Ministre d’État, ministre de l’Enseignement primaire, secondaire et technique",2019-09-06,2021-04-26
Q96210138,Béatrice Lomeya Atilite,,"Ministre d’État, ministre du Genre, Famille et Enfant",2019-09-06,2021-04-26
Q99851849,Pius Muabilu Mbayu Mukala,,"Ministre d’État, ministre de l’Urbanisme et Habitat",2019-09-06,2021-04-26
Q107189252,David Jolino Diwanpovesa Makelele ma-Muzingi,,"Ministre d’État, ministre de la Communication et Médias",2019-09-06,2021-04-26
Q18681696,Aimé Ngoy Mukena,,Ministre de la Défense et des Anciens combattants,2019-09-06,2021-04-26
Q96210151,Yollande Ebongo Bosongo,,Ministre de Fonction publique,2019-09-06,2021-04-26
Q90354281,José Sele Yalaghuli,,Ministre des Finances,2019-09-06,2021-04-26
Q87990699,Acacia Bandubola Mbongo,,Ministre de l’Économie nationale,2019-09-06,2021-04-26
Q99851996,Clément Kuete Nymi Bemuna,,Ministre du Portefeuille,2019-09-06,2021-04-26
Q56515694,Jean-Lucien Bussa Tongba,,Ministre du Commerce extérieur,2019-09-06,2021-04-26
Q98923080,Willy Kitobo Samsoni,,Ministre des Mines,2019-09-06,2021-04-26
Q97464659,Augustin Kibassa Maliba,,"Ministre des Postes, Télécommunications et Nouvelles technologies de l’information et de la communication",2019-09-06,2021-04-26
Q88222785,Eteni Longondo,,Ministre de la Santé,2019-09-06,2021-04-26
Q67218417,André Lite,,Ministre des Droits humains,2019-09-06,2021-04-26
