item,itemLabel,position,positionLabel,startDate,endDate,source,sourceDate,psid
Q101412106,Adèle Degbalase Kanda,Q108730998,Affaires sociales et action humanitaire,2015-09-25,2016-12-19,https://fr.wikipedia.org/wiki/Gouvernement_Matata_II,2022-06-06,Q101412106-1C911FB6-990F-4F7F-B921-96101D64324E
Q104889315,Wivine Mumba Matipa,Q112221015,Minister of Justice,2012-04-28,2014-12-09,,,Q104889315-F1E7F18F-590A-415D-B5A4-3161A97D8094
Q105523479,Sama Lukonde Kyenge,Q112221057,"Jeunesse, Sports et Loisirs",2014-12-09,2015-09-25,https://fr.wikipedia.org/wiki/Gouvernement_Matata_II,2022-06-06,Q105523479-55D8FA93-8125-4AC0-A58A-CB7F8BCCBB95
Q106904372,Robert Bopolo Bogeza,Q112220998,Environnement et Développement durable,2015-09-25,2016-12-19,https://fr.wikipedia.org/wiki/Gouvernement_Matata_II,2022-06-06,Q106904372-2147A8F7-5A5E-452D-B71D-F222BD0E2303
Q106904386,Émile Mota Ndongo Kang,Q54429353,"Agriculture, Pêche et Élevage",2015-09-25,2016-12-19,https://fr.wikipedia.org/wiki/Gouvernement_Matata_II,2022-06-06,Q106904386-3ADA14E3-AE70-433D-A6A0-BBACD1D577FF
Q107126535,Bruno Kapanji Kalala,Q112221054,Minister of Water Resources and Electricity,2012-04-28,2014-12-09,,,Q107126535-4659270C-90E5-4F5F-8AFF-FE52CCDB1B81
Q107126837,Jean Chrisostome Vahamwiti Mukesyayira,Q54429353,Minister of Agriculture of Democratic Republic of the Congo,2012-04-28,2014-12-09,,,Q107126837-FBB43F67-DA60-43B4-85E1-55A9883CBE14
Q107128113,Robert Mabwinga Bila,Q112221018,Minister of Lands,2012-04-28,2014-12-09,,,Q107128113-D9AC3BEF-BDF7-482C-B61C-6204DCE6F720
Q107189605,Pascal Isumbisho Mwapu,Q112220980,Fonction publique,2015-09-25,2016-12-19,https://fr.wikipedia.org/wiki/Gouvernement_Matata_II,2022-06-06,Q107189605-4D2E34DD-73E9-4A16-8BA5-A964E2D203D8
Q108385607,Denis Kambayi Tshimbumbu,Q112221057,"Jeunesse, Sports et Loisirs",2015-09-25,2016-12-19,https://fr.wikipedia.org/wiki/Gouvernement_Matata_II,2022-06-06,Q108385607-230459FD-0A21-43CA-B9F0-8EC192406A1A
Q108809322,Georges Wembi Loambo,Q112221028,Plan et Révolution de la modernité,2015-09-25,2016-12-19,https://fr.wikipedia.org/wiki/Gouvernement_Matata_II,2022-06-06,Q108809322-0051F8C8-E8E4-4579-9DF1-2A5CE00DAC4C
Q112221930,Bavon N'sa Mputu Elima,Q112220998,Minister of Environment,2012-04-28,2014-12-09,,,Q112221930-18585E70-D452-46AA-911A-3E5A2A4AE7BF
