id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q3409199,President of the Democratic Republic of the Congo,Q974,Q974,,Q696179,1960-07-01,,,,President of the Democratic Republic of the Congo
Q3556877,Vice-President of the Democratic Republic of the Congo,Q974,Q974,,,,,,,Vice-Presidents of the Democratic Republic of the Congo
Q3401753,Prime Minister of the Democratic Republic of the Congo,Q974,Q974,,,1997,,Q83526383,,Prime Minister of the Democratic Republic of the Congo
Q54099408,Vice Prime Minister of the Democratic Republic of the Congo,Q974,Q974,,,,,,,
Q54429353,Minister of Agriculture of Democratic Republic of the Congo,Q974,Q974,,,,,,,
Q112220973,Minister of Budget,Q974,Q974,,,,,,,
Q112220980,Minister of Civil Service,Q974,Q974,,,,,,,
Q112220984,Minister of Commerce,Q974,Q974,,,,,,,
Q112220985,Minister of Communications,Q974,Q974,,,,,,,
Q112220987,Minister of Congolese Abroad,Q974,Q974,,,,,,,
Q112220988,Minister of Cooperation and Development,Q974,Q974,,,,,,,
Q54100574,Minister of Culture of the Democratic Republic of the Congo,Q974,Q974,,,,,,,
Q112220989,Minister of Customary Affairs,Q974,Q974,,,,,,,
Q112220990,Minister of Decentralization,Q974,Q974,,,,,,,
Q17110451,Minister of Defence,Q974,Q974,,,,,,,Minister of Defence (Democratic Republic of the Congo)
Q112223905,Minister of Digital Technology,Q974,Q974,,,,,,,
Q112220992,Minister of Economy,Q974,Q974,,,,,,,
Q112220993,Minister of Education,Q974,Q974,,,,,,,
Q112220994,Minister of Employment,Q974,Q974,,,,,,,
Q112220996,Minister of Energy,Q974,Q974,,,,,,,
Q112220997,Minister of Enterprises,Q974,Q974,,,,,,,
Q112220998,Minister of Environment,Q974,Q974,,,,,,,
Q112220999,Minister of Family,Q974,Q974,,,,,,,
Q97366094,Minister of Finance,Q974,,,,,,,,Minister of Finance (Democratic Republic of the Congo)
Q112221000,Minister of Fishing,Q974,Q974,,,,,,,
Q6866142,Minister of Foreign Affairs,Q974,Q974,,,,,,,Minister of Foreign Affairs (Democratic Republic of the Congo)
Q56515760,Minister of Foreign Trade,Q974,Q974,,,,,,,
Q112221001,Minister of Health,Q974,Q974,,,,,,,
Q112221003,Minister of Higher Education,Q974,Q974,,,,,,,
Q112221004,Minister of Housing,Q974,Q974,,,,,,,
Q112221005,Minister of Human Rights,Q974,Q974,,,,,,,
Q112221006,Minister of Humanitarian Affairs,Q974,Q974,,,,,,,
Q112221007,Minister of Hydrocarbons,Q974,Q974,,,,,,,
Q112221009,Minister of Industry,Q974,Q974,,,,,,,
Q112221010,Minister of Information,Q974,Q974,,,,,,,
Q112221011,Minister of Infrastructure,Q974,Q974,,,,,,,
Q112221013,Minister of Interior,Q974,Q974,,,,,,,
Q112221014,Minister of International Cooperation,Q974,Q974,,,,,,,
Q112221015,Minister of Justice,Q974,Q974,,,,,,,
Q112221017,Minister of Labour,Q974,Q974,,,,,,,
Q112221018,Minister of Lands,Q974,Q974,,,,,,,
Q112221019,Minister of Media,Q974,Q974,,,,,,,
Q112221020,Minister of Mines,Q974,Q974,,,,,,,
Q112221022,Minister of National Security and Public Order,Q974,Q974,,,,,,,
Q112221023,Minister of Oil,Q974,Q974,,,,,,,
Q112221026,Minister of Parastatals,Q974,Q974,,,,,,,
Q112225258,Minister of People with Disabilities,Q974,Q974,,,,,,,
Q112221027,Minister of Physical Planning,Q974,Q974,,,,,,,
Q112221028,Minister of Planning,Q974,Q974,,,,,,,
Q112221031,Minister of Posts and Telecommunications,Q974,Q974,,,,,,,
Q112221032,Minister of Primary Education,Q974,Q974,,,,,,,
Q112221034,Minister of Primary and Secondary Education,Q974,Q974,,,,,,,
Q112221035,Minister of Public Works,Q974,Q974,,,,,,,
Q112221036,Minister of Reconstruction,Q974,Q974,,,,,,,
Q112221038,Minister of Regional Cooperation,Q974,Q974,,,,,,,
Q112221039,Minister of Regional Integration,Q974,Q974,,,,,,,
Q112221040,Minister of Regional Planning,Q974,Q974,,,,,,,
Q112221041,Minister of Relations with the Parliament,Q974,Q974,,,,,,,
Q112221043,Minister of Rural Development,Q974,Q974,,,,,,,
Q112221044,Minister of Scientific Research,Q974,Q974,,,,,,,
Q112221045,Minister of Small and Medium Enterprises,Q974,Q974,,,,,,,
Q108730998,Minister of Social Affairs,Q974,Q974,,,,,,,
Q112221047,Minister of Solidarity and Humanitarian Affairs,Q974,Q974,,,,,,,
Q112221048,Minister of Spatial Planning,Q974,Q974,,,,,,,
Q112221049,Minister of Sports,Q974,Q974,,,,,,,
Q112221050,Minister of Technical and Professional Education,Q974,Q974,,,,,,,
