@@,item,itemlabel,startdate,enddate
->,Q135547,Laurent-Désiré Kabila,1997-05-16->1997-05-17,2001-01-16
->,Q57416,Joseph Kabila,2001-01-26,2019-01-25->2019-01-24
->,Q29032770,Félix Tshisekedi,2019-01-25->2019-01-24,
